date,AEX,France,UK,Germany,Mexico,South Korea,Brazil,China,Italian,Russia,US,Oil
2008-01-02,7.493880228790116e-05,9.274351204480668e-05,0.0001151883905504,7.99507116561068e-05,0.000209436516189,0.0004145887584962,0.0009842868464401,0.001072060104465,5.728751877320977e-05,0.0004047331557115,0.0001135476766352,0.000333348824016
2008-01-03,7.2312965320033e-05,8.46296615239524e-05,9.72129724909218e-05,7.674036886808689e-05,0.0002258160104282,0.0004220307887363,0.0007646508363806,0.0010118607519712,4.996874916084239e-05,0.0004013537829401,9.889676687435126e-05,0.0003170091892272
2008-01-10,8.466702989519973e-05,0.0001262467881333,0.0001565676146996,8.381751690070059e-05,0.0002354684149019,0.0003855046008095,0.0011103104616587,0.0011024986983381,5.755006659215279e-05,0.0003598479921944,0.000142684466171,0.0001961998876314
2008-01-11,9.446506917458584e-05,9.179346105061504e-05,0.0001330872870118,7.227138967771918e-05,0.0003237809487244,0.0003876851958511,0.0010416183178458,0.0011166415737407,5.400733389255832e-05,0.000370765046256,0.0001215620051413,0.0002207059710406
2008-01-14,8.710072306358724e-05,0.0001026115826589,0.0001365036108029,7.34217644465984e-05,0.0002306337987153,0.0003783139164099,0.0010508248697484,0.0010719153908527,5.220542407037252e-05,0.000349672032366,0.0001147759220467,0.0002014200016628
2008-01-18,5.510525877228484e-05,0.0001468617777682,0.0001498884650358,7.9434144104929e-05,0.0004727106642869,0.0006111409411581,0.0016758051819348,0.0018323339831555,6.329325705217355e-05,0.0002588174896324,0.0002068393173855,0.000215444264488
2008-01-22,0.0002999605673421,0.0004125117167062,0.000732095804592,0.0003361514408822,0.0005893129912855,0.0010735154481405,0.0023531304865415,0.0027698532377296,0.0001895462249744,0.0003070458991467,0.0003382048198186,0.0002243346557895
2008-01-23,0.0003705725517854,0.0005447574425367,0.000398145725237,0.0004939205546727,0.0006463180157522,0.001177207950881,0.0025143397246508,0.0028968387554867,0.0003300123842348,0.000551696250113,0.0002681452903142,0.0002294909519154
2008-01-24,0.0003837820968916,0.0003808869169519,0.0003279901583279,0.0003750937328309,0.0008985389845194,0.0010433728676539,0.0022605157197761,0.0028221397207934,0.0002382599773036,0.0006991712047536,0.0002539782274996,0.0002409582278557
2008-01-25,0.000309652390472,0.0002965062939033,0.0002681719125067,0.0003344694036811,0.0007886606995172,0.0009473044415821,0.0026258589305001,0.0025598120817603,0.0001638299514646,0.0006580234505785,0.0002747197277509,0.0002442819257777
2008-01-28,0.0003137385899207,0.0004382226936033,0.0003377903589489,0.0003270161348164,0.000752667114522,0.000961380749252,0.002306058852722,0.0033000607735801,0.0001639939358365,0.0006162467755639,0.0002491082018314,0.0002512315676488
2008-01-29,0.0003286011293045,0.0003382621360259,0.0003302352826915,0.0002948432039149,0.0007384716907203,0.0009182694335207,0.0022263867566784,0.0031341114741466,0.0001533895093994,0.0005822298175616,0.0002524018894581,0.0002256912877423
2008-01-30,0.0003118089148717,0.0003385872308658,0.0003407703653801,0.000301243481753,0.0007168310596602,0.0006743294634803,0.0021719848356745,0.0029072187352854,0.0001564302998732,0.0004228598921339,0.0002844085013247,0.000206649967929
2008-01-31,0.0002988941595015,0.0003052066131924,0.0002746908580158,0.0002214482119427,0.0006954954668131,0.0007496254274383,0.0021644878178186,0.0027583097302717,0.0001362972675501,0.0006177657808425,0.0002465562358981,0.0001683695585955
2008-02-01,0.0002676119623535,0.0002511115520435,0.0002627985158391,0.000194007552036,0.0005304326297712,0.0007354628872905,0.0019230880161166,0.0024566650503749,0.0001180986888132,0.000560729599623,0.0001660636427191,0.000172275372262
2008-02-04,0.0002385331911676,0.0002272363711317,0.0002116120124665,0.0002064875823882,0.0006082497739796,0.000638286111297,0.0017757650594447,0.0019955519516287,0.000127389303808,0.0007088179088968,0.0002251019391967,0.000189507509733
2008-02-05,0.0003024966005021,0.0003354026435769,0.0002462479434874,0.0003497890908038,0.0005993383871512,0.0006975646779535,0.0023064316076881,0.0028456755644407,0.0001600127724705,0.0013213624002918,0.0002533217705727,0.0002287113648715
2008-02-06,0.0002699366137091,0.0002587815385388,0.0002607932224364,0.0002829832319826,0.0005945154810809,0.0007721691546594,0.0024031860868597,0.0029273639198768,0.0001428243198857,0.0007700324046822,0.000272449640462,0.0002187547590466
2008-02-07,0.0002839979707426,0.0004372711320417,0.0002693574473031,0.000337150257929,0.0006498957298459,0.0007942570919069,0.0018884334422539,0.0026616788294045,0.0001546038456253,0.0006707339177781,0.0001969094904111,0.0001836539577326
2008-02-08,0.0002604141587918,0.0002312024636641,0.0002734384655462,0.0002709140048649,0.0005468750062237,0.0007262173451382,0.0016755641667104,0.0023084811514496,0.0001434450287932,0.0004122295188336,0.0002339433706215,0.0002450295794091
2008-02-11,0.0002767549606093,0.0003162169887793,0.0002874106205146,0.0003057182844381,0.0005327371775252,0.0007458378302722,0.0015877439800728,0.0024275667768915,0.000136375999843,0.0006762270935006,0.0002186759685606,0.000261297060249
2008-02-12,0.0002485546000572,0.0002080455809823,0.0002708056554825,0.0002202796659056,0.0005333348249356,0.0006500111801935,0.0014855836571223,0.0023980357701766,0.0001364015787965,0.0006748380316402,0.0001817481304572,0.0002579181473965
2008-02-13,0.0002179856642809,0.0002227787674276,0.0002282469732774,0.0001909093125937,0.0004816984047133,0.0006138110692385,0.0013533797653331,0.0021226381520758,0.0001210717892717,0.0003972231216582,0.0001612414231912,0.0002308005999334
2008-02-14,0.0002233667761259,0.0001938098455868,0.0002148102734224,0.0002152702834201,0.0004573912065357,0.0005737777807791,0.0011953998379877,0.001962459949417,0.0001280037372555,0.0009028657672824,0.0001559535090891,0.0002263082872681
2008-02-15,0.0002256346219772,0.0002055046814028,0.0002496794090527,0.000227617755445,0.0004638396024122,0.0005061315164143,0.0011817250225095,0.0018225417414233,0.000122735745641,0.0007094379573231,0.0001583506293918,0.0001985770394415
2008-02-19,0.0002141863220855,0.0002221225438394,0.0002438706759997,0.0001917297792222,0.0003486594542815,0.000495175636396,0.0012071101151511,0.0015767839737718,0.0001064422903214,0.0008162257925292,0.0001463161740247,0.0003245874433152
2008-02-20,0.0002261064043827,0.0002666821766425,0.0002363953972983,0.0002240803795017,0.0004040438237175,0.0004281410852085,0.001010895497902,0.0013810980467578,0.0001287993784417,0.0008193459529603,0.0001416220018624,0.0003279851860133
2008-02-21,0.0002211297292429,0.0001893139536432,0.0002315126279239,0.0002318372858088,0.0002929390343525,0.0004298448901681,0.0010334402927693,0.0012625260147005,0.0001213155576385,0.0007657089835033,0.0001446768562873,0.0002994211750236
2008-02-22,0.00023376964376,0.0002021787825273,0.0002240537124935,0.0002604229926707,0.000334180381781,0.0004586479385861,0.001071631605641,0.0013593369064419,0.0001197400001865,0.0006284633266132,0.000125145769024,0.000283729281893
2008-02-25,0.0001995690833003,0.0001969953808371,0.000232339671764,0.000206206654908,0.0003671696643718,0.0004026296735552,0.0008889395107104,0.0012392880864126,0.0001267252862994,0.0007234858525546,0.0001152481785354,0.0002742159527668
2008-02-26,0.0001804748104598,0.0002081876800905,0.0002061758232986,0.0001727311909048,0.0002950425400299,0.0003929732532174,0.0008722647167693,0.0009918150828588,9.956712179889424e-05,0.0006878249642671,9.815387333806092e-05,0.0002536796267215
2008-02-27,0.0002035421619284,0.0001687116923424,0.0001959967046663,0.0001535108202576,0.0003065687708076,0.0003838576146604,0.0009027742434399,0.0008898085927671,9.11919392912938e-05,0.0006453922354515,0.0001104804322712,0.0002226956187075
2008-02-28,0.0001768022528086,0.0002076048922562,0.0002130776010085,0.0001691887482642,0.0002784218952438,0.0003589570409519,0.0008692847941832,0.0010092683398509,0.0001175479131651,0.0005438585623394,0.0001249259025067,0.0002839780671613
2008-02-29,0.0002368481955308,0.0002091880788946,0.0002859204505998,0.0002313042005305,0.0003767909375205,0.0004006932668527,0.0012224624478881,0.0014898434044567,0.0001294281677879,0.0007547425448275,0.0001790471913676,0.0002363124057294
2008-03-03,0.0003063247876563,0.0002914508939286,0.0003345996639323,0.000296512657602,0.0003991544207423,0.0004634381487421,0.0013655240556669,0.0015866828201885,0.0001507796530261,0.0008355484354335,0.0001732637224462,0.0002989058918936
2008-03-04,0.0002992870499371,0.0002676652957349,0.0003670832636048,0.0003087666410209,0.0003927890013389,0.000466484208308,0.0012478570071046,0.0016825546829236,0.0001563772118333,0.0006831951922873,0.0001577595986707,0.0002352194124748
2008-04-01,0.0001785790993171,0.000177234486184,0.0001109166164602,0.0001133582236929,0.0003948107004507,0.0003517699311253,0.0009189361023467,0.0015709568192141,9.89963150616844e-05,0.0004136257722553,0.000123420158765,0.0004731701201957
2008-04-02,0.0001770467981938,0.0001427126401807,0.0001092965256095,0.0001161146256789,0.0003772555892473,0.0003714299346762,0.0007879268340884,0.001584441641132,9.69804507783342e-05,0.0004250997287265,0.0001302684833553,0.000481635408079
2008-04-03,0.0001926825507588,0.0001673517621985,0.0001132642255258,0.0001244420155497,0.0003685436496539,0.0003288114037437,0.0007983928890653,0.0012970155649202,9.331974590519604e-05,0.0004502889504773,0.0001303787737331,0.0005299983883392
2008-04-04,0.0001677010490237,0.0001477982811962,8.089084349029537e-05,0.0001164088695566,0.0003535599214073,0.0003129210829703,0.0007803061160703,0.001197414444801,8.698445355375847e-05,0.000439309747443,0.000111821446409,0.0004489762715489
2008-04-07,0.0001552029085847,0.0001291937214607,0.000101034276521,0.0001115643801607,0.0003731991077389,0.0003388607080731,0.0006847740374997,0.0012834970079907,7.714998837280872e-05,0.0004430704082664,0.0001206902811354,0.0005322451432341
2008-04-08,0.000165375893269,0.0001424138271973,0.0001211606899401,0.0001245776245837,0.0003884079676927,0.0003127855743415,0.0007221158003362,0.00137284034874,8.072460110621569e-05,0.0004354709731288,0.0001186470133303,0.0005390002115149
2008-04-09,0.0001287205680152,0.0001455279717468,0.0001004366593766,0.0001225606115879,0.0003751720542342,0.0003069569968978,0.0007199757193514,0.0012368089941674,8.921454590299045e-05,0.0004404319920329,0.0001281876338079,0.0005380148953828
2008-04-10,0.000146172284343,0.0001493561998887,8.482690148781975e-05,0.0001131108973131,0.0003393936728231,0.0003158144160862,0.0007468864069582,0.0012042739433184,7.993596963990632e-05,0.0004918032871938,0.0001031190428188,0.0004316223268939
2008-04-11,0.0001513343973437,0.0001282896356655,7.811905811168174e-05,0.000113474034339,0.0003648898426554,0.000350569324543,0.0008059610858651,0.001151652531832,8.330103592779455e-05,0.0005431124807581,0.0001231177071788,0.0004711120296694
2008-04-14,0.00017029402412,0.0001759012982079,0.0001063042456662,0.0001274773054425,0.0004583930216033,0.0003927358090108,0.0007999944128564,0.0013175403776597,0.0001071688762148,0.0005314805699603,0.0001338845035723,0.0005137741561934
